,trend
0,8.418378552096023
1,8.42866943821536
2,8.439323837739638
3,8.451687345674907
4,8.469955979628635
5,8.496793452617236
6,8.533319755169861
7,8.581594381907767
8,8.642718502605234
9,8.71680479054785
10,8.801689219957073
11,8.89663476206028
12,9.00102833232237
13,9.113696449481958
14,9.230339989569956
15,9.344713768336351
16,9.45292863903766
17,9.552130008825173
18,9.641680204450795
19,9.7193464714109
20,9.781245005074094
21,9.821792409264354
22,9.838042009677487
23,9.829033511753515
24,9.792032844676413
25,9.726912791685312
26,9.636801115491416
27,9.524371258311128
28,9.393148661663663
29,9.246331035031801
30,9.086870369984782
31,8.918189701194956
32,8.741782769353433
33,8.559819446588076
34,8.375880990795897
35,8.193823772719801
36,8.017269237483442
37,7.849717690352514
38,7.692783643319295
39,7.551300534819584
40,7.4302938135121055
41,7.33256936522132
42,7.259414142138244
43,7.20940724060063
44,7.182215623107393
45,7.176750372632071
46,7.194308687383764
47,7.234827296588672
48,7.298121486543379
49,7.381359776484094
50,7.478399359717931
51,7.583484079691706
52,7.693058780252416
53,7.805078627697251
54,7.9201906265857405
55,8.038538607335106
56,8.159066281220953
57,8.27694327288931
58,8.385989790560437
59,8.477977952909036
60,8.548813634990713
61,8.595978975640506
62,8.620988105171577
63,8.631232667037319
64,8.631841187125389
65,8.62879767090655
66,8.625191223109617
67,8.624342949919088
68,8.62668321300501
69,8.631002159693736
70,8.636948260303486
71,8.64440060880267
72,8.652840206497011
73,8.660720304311727
74,8.665461128042985
75,8.660319953296757
76,8.641263142473989
77,8.605719358004814
78,8.554466472855324
79,8.48915378539286
80,8.41295905243923
81,8.330629309700377
82,8.246653493474462
83,8.162813896741087
84,8.08011365404643
85,7.999454141251205
86,7.92106166318234
87,7.84516286582848
88,7.773283731638779
89,7.706422016271248
90,7.645092173051619
91,7.591242141545452
92,7.545791678710154
93,7.509291015164673
94,7.482574261728767
95,7.466157222337719
96,7.460879092013233
97,7.467287717513056
98,7.484392896162426
99,7.511537370463136
100,7.547761137356882
101,7.590534482928819
102,7.638235342553255
103,7.689497567552671
104,7.742556112160452
105,7.795214994630268
106,7.847939135645685
107,7.9006964465186345
108,7.954174876601266
