,trend
0,7.080792864485872
1,7.0601016866053
2,7.039360013184423
3,7.016604785128808
4,6.991098343335782
5,6.963342650711961
6,6.931345233699378
7,6.895636529583371
8,6.858664884878211
9,6.819818873267184
10,6.777325402880528
11,6.731398995052695
12,6.684268342741332
13,6.63770501453218
14,6.5930529112967715
15,6.551882368272553
16,6.513518062627416
17,6.478189745049076
18,6.444556217436109
19,6.41410241309643
20,6.3855354177020605
21,6.358553502916839
22,6.333863980768548
23,6.313200067345642
24,6.296836313748599
25,6.28422652103581
26,6.273388967569571
27,6.262789290136528
28,6.253222257418598
29,6.245943394791363
30,6.242049963719522
31,6.241860511046033
32,6.246167302386529
33,6.258111440537242
34,6.280055173730408
35,6.312949430547935
36,6.3575701050881435
37,6.41324749805526
38,6.476588428837834
39,6.545816437138127
40,6.6207321948903735
41,6.700170238755598
42,6.782577147773019
43,6.867836894582631
44,6.955969341107073
45,7.044576951209868
46,7.13128970791635
47,7.216209733657343
48,7.297482094796221
49,7.3731167266128175
50,7.4428126380777115
51,7.507285640207352
52,7.565099786119391
53,7.616377075406348
54,7.659636320294415
55,7.6930110973376555
56,7.715472710389951
57,7.72555933136935
58,7.720736961749906
59,7.698643128423565
60,7.65896489768118
61,7.60282768385834
62,7.53032004822958
63,7.444903784767022
64,7.350959237412647
65,7.252588685242959
66,7.153050057811079
67,7.055443416741859
68,6.96089816737401
69,6.869884062910781
70,6.782895295200811
71,6.69988237855342
72,6.622181517718426
73,6.5500664909590505
74,6.4840472130899505
75,6.42553980736893
76,6.375657867545613
77,6.333374024990017
78,6.297426124904948
79,6.2694686537275945
80,6.248470206567079
81,6.23385596062395
82,6.225520799219644
83,6.224463445700211
84,6.230916672912186
85,6.244972964048543
86,6.2665804793816795
87,6.2949092710814645
88,6.3289627785181475
89,6.366935122767554
90,6.408689823168935
91,6.452611064609809
92,6.496202600838218
93,6.539185303686824
94,6.580969918362772
95,6.621880199258404
96,6.665001794567087
97,6.711156677357652
98,6.760126194577326
99,6.810622220249994
100,6.861506549527927
101,6.909884338675738
102,6.9554473023645915
103,6.996693477553979
104,7.034648746639417
105,7.068466058592951
106,7.0960267069199805
107,7.115169193839286
108,7.124922004877822
109,7.1267416448163985
110,7.123881542182771
111,7.120140911976685
112,7.118616543234024
113,7.11920513692068
114,7.119854258663019
115,7.115936970876833
116,7.103376427066248
117,7.079898320128596
118,7.043163732694292
119,6.992033810943674
120,6.927217723724144
121,6.850054618751265
122,6.761304132663273
123,6.665569617961685
124,6.567603612065097
125,6.469867671380886
126,6.373843600058885
127,6.282594534954316
128,6.198324960672365
129,6.123687740233871
130,6.060586783559255
131,6.01334869573129
132,5.98376221509303
133,5.972357737052694
134,5.979050805634071
135,6.000649241275287
136,6.033973957660947
137,6.07772046269986
138,6.131188030577294
139,6.193627360189332
140,6.262957157912938
141,6.33572511302496
142,6.405814566578549
143,6.4687740314312165
144,6.522398386336362
145,6.567314526277743
146,6.603822847247654
147,6.63249417365947
148,6.653521940647031
149,6.667954274485642
150,6.675805850237704
151,6.677298871544065
152,6.673483163389167
153,6.6656102389627385
154,6.655135684477386
155,6.643724079746369
156,6.633255544780145
157,6.6252078720393275
158,6.62066306926904
159,6.620937389294383
160,6.6282091705221635
161,6.64239366549088
162,6.662388496007455
163,6.684814787837877
164,6.705254673938137
165,6.720737278021834
166,6.728475939631353
167,6.730233537510315
