,trend
0,6.205835372141888
1,6.182256687322996
2,6.159174355396514
3,6.1400958188252766
4,6.127179036099992
5,6.122494405824603
6,6.126782839705489
7,6.1394586904453865
8,6.158607071472218
9,6.183475934532376
10,6.212589101952587
11,6.243730723600498
12,6.273927081155032
13,6.303177124592866
14,6.329433599464954
15,6.352334765619384
16,6.371937986904574
17,6.388705417940432
18,6.402866752105044
19,6.414408741890283
20,6.4243163480679595
21,6.4308155259462065
22,6.434367033115618
23,6.435162367463071
24,6.435621547479748
25,6.43726761517717
26,6.441351349099678
27,6.448850235532131
28,6.461090916166196
29,6.4784945012963355
30,6.500568919394416
31,6.527773039868992
32,6.560252876553999
33,6.595324585133455
34,6.631204163243535
35,6.666360530654706
36,6.6994931045354065
37,6.728884826722412
38,6.753631455862167
39,6.77174819758441
40,6.781404237858965
41,6.782161420032163
42,6.7743432098016765
43,6.759034221977656
44,6.735585106864125
45,6.703497118376374
46,6.662436769737901
47,6.612880888473219
48,6.55551727912575
49,6.490650695683614
50,6.420738693835472
51,6.3479321725851845
52,6.274744069252966
53,6.204719863551166
54,6.141858320148847
55,6.088155253800355
56,6.046767817809945
57,6.018298068448248
58,6.00206883209976
59,5.996766498856202
60,6.001076165789228
61,6.014934950908709
62,6.037654299620896
63,6.067286322987721
64,6.100609598133854
65,6.133735648232101
66,6.161463115456431
67,6.183507057200682
68,6.199481616411517
69,6.208886244124853
70,6.211095715366352
71,6.206604251259091
72,6.196399138104049
73,6.183213534545166
74,6.16965784976507
75,6.160102984487301
76,6.157563803279296
77,6.1630801063431875
78,6.17696821650406
79,6.199442531520534
80,6.22873184401592
81,6.2623152950313274
82,6.2981540682053545
83,6.332795400117205
84,6.365100181053453
85,6.3937213041756005
86,6.418958475031987
87,6.44149032335584
88,6.462358629833491
89,6.481704243699176
90,6.498129040043485
91,6.509933828804693
92,6.515108089271051
93,6.511322592087817
94,6.497801165344453
95,6.475948060510369
96,6.449356403326641
97,6.423821851996523
98,6.402984216971193
99,6.388343420044329
100,6.381147517874008
101,6.381776852480779
102,6.387873548686517
103,6.3955911207803
104,6.40584066208328
105,6.418661021466123
106,6.432587397385693
107,6.446518325160443
108,6.462206972985456
109,6.479252435102593
110,6.497589926395598
111,6.516230128976279
112,6.533872731252444
113,6.552019777801287
114,6.571214642742968
115,6.592280687836518
116,6.615684265689258
117,6.641521553478606
118,6.666378925715934
119,6.686441805941687
120,6.701229130867735
121,6.709830811077241
122,6.709648488946574
123,6.698265162595181
124,6.6746952998369125
125,6.635641952759002
126,6.5786364888862865
127,6.504562999523127
128,6.418318928168333
129,6.323236366446003
130,6.223635956650138
131,6.122386318345708
132,6.01971629862478
133,5.9189032531304555
134,5.822587214819196
135,5.732208902114249
136,5.649319916429607
137,5.575639228615437
138,5.514354984574137
139,5.4670455556902215
140,5.434342841482846
141,5.415961837998854
142,5.411346077009164
143,5.419679114135951
144,5.4411374137032515
145,5.473760140588771
146,5.513435748786652
147,5.556381592203162
148,5.5978691274015855
149,5.6334470724500765
150,5.662040477212162
