,trend
0,1.4623744307858335
1,1.5025605778714946
2,1.5430827409379144
3,1.5845878356046819
4,1.6273833507782993
5,1.6714114079680158
6,1.716222014088844
7,1.7621955439258161
8,1.8092647335051586
9,1.8568859466381447
10,1.9046347566776074
11,1.9515511832597319
12,1.9961098492977791
13,2.036190658215474
14,2.07092594478073
15,2.0988004246000767
16,2.1182544845645555
17,2.1289167612998314
18,2.1303419823787175
19,2.123879302398214
20,2.1101714122163355
21,2.0904085781270982
22,2.066337209291885
23,2.0396472095107487
24,2.0119870218279354
25,1.9843553097817481
26,1.9571182450218467
27,1.9300267771292778
28,1.902858656781948
29,1.8760603679220595
30,1.8501391078313265
31,1.8250545360615125
32,1.8014849752219855
33,1.7802180888370764
34,1.7615406123216015
35,1.7452516447848558
36,1.7306743224534311
37,1.7179159992759288
38,1.7072523577494176
39,1.6985103828714185
40,1.6923250269158574
41,1.688894673167366
42,1.687985001768754
43,1.6889311336921011
44,1.6906381992833808
45,1.69220574693001
46,1.692926676144854
47,1.6929112578489458
48,1.691836683790727
49,1.6889470761824827
50,1.6836791593091271
51,1.6756640655329618
52,1.6653556277417187
53,1.6534103887821727
54,1.6400690442337593
55,1.6257889081829249
56,1.610627251563471
57,1.5948752272415845
58,1.5784423460512262
59,1.5614913218093296
60,1.5438233418665468
61,1.5261386614973986
62,1.5087976463877393
63,1.4924568255599868
64,1.4780797295075676
65,1.4663221032079323
66,1.4575408918075903
67,1.451801589138547
68,1.4488837259754261
69,1.4489094570996408
70,1.4523453849638694
71,1.459377543610103
72,1.4705342512147297
73,1.4860567149893815
74,1.5058920582386812
75,1.5296836188203846
76,1.5567585520558485
77,1.5861129610046658
78,1.6163949746313961
79,1.6458864012999714
80,1.672483802515179
81,1.6955550607809946
82,1.7146727562248216
83,1.7289747470610752
84,1.7377772210315299
85,1.7411907566610472
86,1.740739821711343
87,1.7374856397212188
88,1.7320264718409075
89,1.724499650695815
90,1.7158349923664464
91,1.7065095006516229
92,1.696552782479936
93,1.686177876342072
94,1.6751624752396683
95,1.6634804110016486
96,1.6513085389099125
97,1.6390340389894842
98,1.6272620234285693
99,1.6161982081410051
100,1.6062812702759874
101,1.597564763102623
102,1.5897233140960962
103,1.5826830727546533
104,1.5760016115052304
105,1.5694973258542935
106,1.563253610301117
107,1.5569979235163174
108,1.5501056906640727
109,1.5422292132063642
110,1.5339269765485084
111,1.5254185728375682
112,1.5172148898602642
113,1.5094984287952917
114,1.5021284315151835
115,1.4946457033744744
116,1.486902219458003
117,1.4796908012859986
118,1.4734999564915308
119,1.4685183859568645
120,1.4652638530914581
121,1.4645862973135468
122,1.4670448681331845
123,1.472908348624603
124,1.4821536188194515
125,1.4944619910314887
126,1.509213431562711
127,1.5254788679707207
128,1.5426359694183933
129,1.559733980776122
130,1.5754829994334143
131,1.5894932890417937
132,1.602265436378137
133,1.6139315949136717
134,1.6242475022218879
135,1.6332101886294534
136,1.6410515297741486
137,1.6476076449258596
138,1.652938996148364
139,1.6567012907273604
140,1.6587671490759541
141,1.658598753300545
142,1.6571215560393617
143,1.6554743857098195
144,1.6543853697568096
145,1.654172964134154
146,1.654746633939578
147,1.6556069861682217
148,1.657095411169014
149,1.660393544924528
150,1.6662723387853564
151,1.6750899981365146
152,1.6867883081512753
153,1.7008871227540752
154,1.716477053176757
155,1.7322106561994426
156,1.7462926904440175
157,1.757720282872242
158,1.7675241275143478
159,1.7768863432237727
160,1.7865093462742576
161,1.7966099989750286
162,1.8075385952938907
163,1.8197725479492894
164,1.8332845580376127
165,1.8481599688127808
166,1.86396332067994
167,1.8797290540637293
168,1.8952016323133625
169,1.9102006881192635
170,1.9239863531516608
171,1.9364998836507072
172,1.9477300443858363
173,1.9570802876992
174,1.9652367346552082
175,1.9729123311384607
176,1.9802167500743975
177,1.9866515941814973
178,1.9917308307094421
179,1.9949767696615517
180,1.9952918892719511
181,1.9909568072937285
182,1.980880084049176
183,1.966475931856028
184,1.949170512979488
185,1.92978594222735
186,1.9091761028367937
187,1.8876137618311064
188,1.864803451169304
189,1.8411449442092578
190,1.8164975121518574
191,1.792069710607862
192,1.7685597842429346
193,1.746795934153607
194,1.7277510115712587
195,1.711931120268423
196,1.6993875196354025
197,1.689726512112331
198,1.6833672829395718
199,1.680297938287418
200,1.6800794797743246
201,1.6818477228073176
202,1.6843134331185639
203,1.6870112216134752
204,1.6909230033017646
205,1.6966013111796374
206,1.7047918513662355
207,1.715804954161213
208,1.7295104549571207
209,1.745955811050158
210,1.7647325357021773
211,1.7849659197931247
212,1.806553296368132
213,1.8301513947724597
214,1.8559128485411387
215,1.884096446587466
216,1.9144260322944011
217,1.9466978887657869
218,1.9801367828352818
219,2.0140007951560674
220,2.0475604208920535
221,2.0794524047101777
222,2.108283766014317
223,2.132611866455407
224,2.1528013903306222
225,2.1697591395206035
226,2.184296415037033
227,2.198368418429393
228,2.213190165987768
229,2.2298526937407255
230,2.248688793863089
231,2.269262600596092
232,2.290982817684804
233,2.3124648597489235
234,2.332767277147094
235,2.352003329700618
236,2.369453297682581
237,2.3835524592850037
238,2.393130184388857
239,2.3980261225880586
240,2.398459217111285
241,2.395024644860595
242,2.388693545727354
243,2.379565169199889
244,2.3681208313004465
245,2.3539796198205254
246,2.33715554703206
247,2.3180663879446
