,trend
0,13.252348274004436
1,13.403776488954612
2,13.555046986233537
3,13.706999687864354
4,13.860127611503815
5,14.01760690000375
6,14.180826116458801
7,14.349287819651103
8,14.519881552040003
9,14.689278551197567
10,14.853200128725843
11,15.007561797132388
12,15.148995818844302
13,15.27350473016548
14,15.381372945013041
15,15.472713936847754
16,15.54740282103976
17,15.607519266748655
18,15.654800816370892
19,15.689980312761195
20,15.714006348264066
21,15.73239627752854
22,15.747096201235996
23,15.758969472394352
24,15.767787508885762
25,15.773472372672147
26,15.773591258522357
27,15.766477940972324
28,15.755607700021404
29,15.743976766955843
30,15.73598411824939
31,15.732438744896445
32,15.735564647817501
33,15.744628053717493
34,15.757810461396462
35,15.771577977120884
36,15.780048075618856
37,15.782480995382763
38,15.776399444857741
39,15.7594620818668
40,15.731342314579912
41,15.693738887365882
42,15.645393455646897
43,15.589614088040548
44,15.53118048225464
45,15.47512882719196
46,15.42616332395388
47,15.384316218124773
48,15.348103403211542
49,15.31392557508474
50,15.27921586498791
51,15.239961200680167
52,15.190099000005018
53,15.12341670505554
54,15.037957946049804
55,14.936689217765228
56,14.826303291262949
57,14.712282506843005
58,14.597717765248397
59,14.487129790655347
60,14.383415733636795
61,14.291668288646521
62,14.21549051530478
63,14.15580318055142
64,14.114017369754224
65,14.089571791293139
66,14.079333892692013
67,14.080115139105153
68,14.088677412003914
69,14.101732520897714
70,14.114061851913473
71,14.122883208352533
72,14.122843104858806
73,14.110386254070981
74,14.082505591687221
75,14.043000061996896
76,13.996242043294572
77,13.94470203883607
78,13.89085290060015
79,13.837202041791311
80,13.783825092551178
81,13.72839943174526
82,13.670612547556214
83,13.610946678521865
84,13.552589930337806
85,13.495848567025561
86,13.44193348390018
87,13.392995670922318
88,13.350909909625187
89,13.319180359247675
90,13.297966860335146
91,13.287854765708438
92,13.287368198900687
93,13.294226374216471
94,13.307843900836064
95,13.328701496455857
96,13.356462476334228
97,13.39058471729427
98,13.427178307111367
99,13.4608592181126
100,13.487851436183107
101,13.509090910196706
102,13.527708681879606
103,13.548392611139139
104,13.571750739956471
105,13.600548364930813
106,13.634068438448901
107,13.670593570169396
108,13.706135076976931
109,13.736285154774787
110,13.758069665043138
111,13.771804291040421
112,13.77670592248443
113,13.77463407141104
114,13.765087808654567
115,13.747082058754698
116,13.721028566370709
117,13.689372149875158
118,13.655356984786632
119,13.62367138903004
120,13.596094082414801
121,13.574638990132195
122,13.55657247857199
123,13.541301764755122
124,13.526636207903417
125,13.511921853635732
126,13.495550599940985
127,13.47746939364957
128,13.458565462466922
129,13.440052615727431
130,13.419733059351454
131,13.393258966374518
132,13.356020176670054
133,13.310035743257519
134,13.258352206545945
135,13.208197334604826
136,13.164137425374562
137,13.128108653461428
138,13.10194460758083
139,13.086773808539771
140,13.0799110617655
141,13.080491939054934
142,13.090102067791378
143,13.114026767896242
144,13.155620045498555
145,13.218164639997424
146,13.30547102826351
147,13.419338334267472
148,13.559499762587315
149,13.722926431342128
150,13.90623977129938
151,14.103734384206952
152,14.307888471955657
153,14.513615402446172
154,14.718136113284203
155,14.918975532448925
156,15.112584752848711
157,15.293590507684145
158,15.456549164685276
159,15.59208359751485
160,15.69178133660769
161,15.751859860150166
162,15.773104282993268
163,15.757079807575398
164,15.705493446158092
165,15.621454036123156
166,15.508254481448553
167,15.370674277339662
168,15.212550259950955
169,15.03998759401357
170,14.861458600346182
171,14.683535607521193
172,14.510377532485794
173,14.343841082432476
174,14.186713978595918
175,14.040944041534296
176,13.90711239556916
177,13.7857745749961
178,13.67566916886348
179,13.578793657110293
180,13.496098226444985
181,13.428796317540323
182,13.378416309677537
183,13.34621858443939
184,13.331977013215104
185,13.33274908077863
186,13.346009786270654
187,13.370901160656363
188,13.408848978784533
189,13.46104720227853
190,13.526559262149974
191,13.601035434909061
192,13.68042189752714
193,13.760289179828725
194,13.838282547952375
195,13.914697087299258
196,13.988678956678081
197,14.05880262921798
198,14.122399653700182
199,14.178639827262646
200,14.227866447259775
201,14.272186161153922
202,14.310438199877915
203,14.343791678013844
204,14.373221686268883
205,14.399488445551444
206,14.424993913216028
207,14.452515366338663
208,14.483939460799618
209,14.5183700303752
210,14.557108446678718
211,14.596757100054509
212,14.632320188067721
213,14.664053935095968
214,14.692444365399325
215,14.716937469528425
216,14.733421460305527
217,14.741711464634442
218,14.740539221006284
219,14.727547898246776
220,14.701792828168527
221,14.662499625147731
222,14.610955283042971
223,14.549907733447105
224,14.482348060901097
225,14.410923657612507
226,14.340480448250819
227,14.27498253019952
228,14.216931200561934
229,14.168655892360022
230,14.13110045661538
231,14.10635333441687
232,14.097046029067975
233,14.10324357303817
234,14.12307534502876
235,14.157106196507897
236,14.205824056853096
237,14.26524366406905
238,14.33187611612492
239,14.402066733699828
240,14.473203414900313
241,14.539922766124366
242,14.602190641635664
243,14.657760443969057
244,14.701509206508371
245,14.728527862359957
246,14.735968901376097
247,14.72427948349511
248,14.694071788091957
249,14.649255319864428
250,14.593305788642752
251,14.53116811968225
252,14.46804142212033
253,14.405667825019592
254,14.344871931553824
255,14.286224802506165
