,trend
0,1.9673047370993026
1,1.9372118851056173
2,1.9071394676512443
3,1.8771471618473061
4,1.8473526826376414
5,1.8179505279899344
6,1.7886056004452207
7,1.7597215834645412
8,1.7318342820086596
9,1.7056296750486737
10,1.6819613451294266
11,1.6612418562488571
12,1.6440825465641975
13,1.6306814780725252
14,1.6214591611793157
15,1.616441930366249
16,1.6152677081392675
17,1.6178141407978355
18,1.6235743323238296
19,1.6316552528611283
20,1.6407741385959085
21,1.6505034411813098
22,1.6606401284338501
23,1.6705746035193094
24,1.6799093695231968
25,1.6878278204038226
26,1.6930884067635443
27,1.6952696868169672
28,1.6935170385244689
29,1.6877912962921662
30,1.6788698463770997
31,1.6671002054761281
32,1.6536555966321234
33,1.6392923052595354
34,1.6249830820249187
35,1.6113011199040417
36,1.599053997446405
37,1.5886672300015698
38,1.5801919241706937
39,1.5739362695361825
40,1.5698458357278344
41,1.5675074822069883
42,1.5661519147876524
43,1.564655147107456
44,1.5621643478572858
45,1.5599737762610864
46,1.5590263388253922
47,1.559914958446574
48,1.5635081665592359
49,1.5703245477489516
50,1.5805304939971947
51,1.5939359444430956
52,1.6099880066670362
53,1.6277625782841207
54,1.6459543144052875
55,1.6634905185300468
56,1.6795197727114064
57,1.6940259774282929
58,1.7065683333016886
59,1.7162722747166823
60,1.7224466308500501
61,1.7245775607068692
62,1.722324694147936
63,1.7161448000586046
64,1.7066681943903865
65,1.6953276025947583
66,1.6831140825017017
67,1.6712091121895778
68,1.6609922234351835
69,1.6534234423201972
70,1.6490496747866499
71,1.6480094371251222
72,1.6500355895794536
73,1.6544559864952801
74,1.6601922099747513
75,1.6663818071284575
76,1.6723747049357556
77,1.677729341746546
78,1.6815839217201454
79,1.68265306817728
80,1.680475414487601
81,1.674787935853149
82,1.6661523103419094
83,1.6547084735619593
84,1.641430015927412
85,1.6275063350564047
86,1.6143509348071183
87,1.6029851275783236
88,1.5940462564345357
89,1.5877947987355336
90,1.5847449529308244
91,1.585043545720705
92,1.5884719382098906
93,1.5944458392870233
94,1.6020131628793646
95,1.610475294264621
96,1.620007360493701
97,1.6304029415585983
98,1.6416931128509973
99,1.6541399479241092
100,1.6676044621356139
101,1.6815388333757388
102,1.6956029867458766
103,1.7096558855765605
104,1.7231217413316084
105,1.7362312305463534
106,1.7487630786677961
107,1.760035866623847
108,1.7695251984182485
109,1.7768566556381038
110,1.7811748666215048
111,1.7823889242967703
112,1.7799196873005791
113,1.7733240211919252
114,1.7635463417252377
115,1.7510477371417015
116,1.7358120792189229
117,1.7179788348987943
118,1.6991025885736983
119,1.6802891878642052
120,1.6628325412730267
121,1.6476013765604598
122,1.6350501511485058
123,1.6252285715988157
124,1.6177894381285727
125,1.612619783097712
126,1.609845520467338
127,1.6092096768341189
128,1.6106991253444307
129,1.6139199830966269
130,1.6180966802357208
131,1.62331994691729
132,1.6299192028717657
133,1.6384592928627564
134,1.6491113621520748
135,1.6622725189434941
136,1.6785591768394426
137,1.6981738291180082
138,1.7208948695717539
139,1.746064333350045
140,1.7725736963087622
141,1.7988481440954431
142,1.8234550037974318
143,1.8457123224120129
144,1.8650484875590982
145,1.881613316657091
