,trend
0,4.643117507318501
1,4.649200813153989
2,4.6561321705474015
3,4.664978880548444
4,4.677023161600226
5,4.693756620345515
6,4.716247723951078
7,4.745131341695964
8,4.7812196880317535
9,4.824234270321466
10,4.872158333623105
11,4.923709976575723
12,4.976437198859859
13,5.028560681420693
14,5.0795658319541195
15,5.1276702077301435
16,5.172291637373801
17,5.214018155630294
18,5.251455114971463
19,5.284324106521879
20,5.312814561959261
21,5.335063210394751
22,5.351511271838273
23,5.363640551793252
24,5.372713161218217
25,5.377263935726827
26,5.378719765206977
27,5.3795217495867345
28,5.38187428894091
29,5.387119582250826
30,5.39448615706722
31,5.403585591201924
32,5.413157908618604
33,5.422315892286427
34,5.4305391014816715
35,5.437043148047943
36,5.440774556890418
37,5.440406700946739
38,5.434337469056498
39,5.421939495871189
40,5.403563955124145
41,5.379923308363781
42,5.353977789666558
43,5.327825181041209
44,5.302717028377929
45,5.280949986828757
46,5.262756513403001
47,5.247568471368197
48,5.235278501171004
49,5.224999512963469
50,5.216947367834407
51,5.20932230217703
52,5.200188960279657
53,5.189356159991744
54,5.177757601062572
55,5.165583635641423
56,5.1541635173769205
57,5.145973010145414
58,5.142766525624889
59,5.146207242361993
60,5.155369109824855
61,5.1673596979551295
62,5.182939471000829
63,5.2033892933987405
64,5.230500692416282
65,5.264063077012494
66,5.3037217932136596
67,5.347082147622933
68,5.390934620722705
69,5.4312277666531035
70,5.464915805416303
71,5.493058439660319
72,5.51517479965478
73,5.529850854144524
74,5.536600587624612
75,5.536481827806264
76,5.5302170270334345
77,5.516943336507699
78,5.4967165217887395
79,5.469894258850921
80,5.4365237758424945
81,5.398233616999929
82,5.355129499199791
83,5.306443243308022
84,5.2518097142535645
85,5.191922249938292
86,5.126691807192668
87,5.05778439144094
88,4.986786825727861
89,4.91587481785353
90,4.846607333851971
91,4.781220917996041
92,4.720797984974949
93,4.669057686404155
94,4.628643675158517
95,4.599906443058889
96,4.582803579629154
97,4.575042732866285
98,4.5739672985299835
99,4.577186270671914
100,4.5831999137821615
101,4.592022750931638
102,4.602679805245143
103,4.613826085628146
104,4.623739926107838
105,4.632191019407896
106,4.639809220798181
107,4.645579266161423
108,4.648086010617353
109,4.646135822244353
110,4.640630015364167
111,4.632066069409641
112,4.621166070054015
113,4.608257061677143
114,4.5939028598651
115,4.580787119540406
116,4.569972306338167
117,4.562782893943779
118,4.560187123351179
119,4.564051496245587
120,4.575267397360128
121,4.594998679242777
122,4.622799652318156
123,4.657852752836362
124,4.699576167264793
125,4.747601924100321
126,4.801124816735284
127,4.85824738735945
128,4.91657147515213
129,4.971912514675536
130,5.021388083319907
131,5.062133313153815
132,5.091894968693754
133,5.1096309811355
134,5.114866847319397
135,5.108309544722573
136,5.091219259042585
137,5.066663482511537
138,5.0376526953246294
139,5.008405713000496
140,4.981867818123186
141,4.959729039706126
142,4.9430657393764115
143,4.932979448111327
144,4.930607280801045
145,4.939003240180664
146,4.958764699434789
147,4.989902154722906
148,5.03057687426736
149,5.078331437443792
150,5.1306893130814295
151,5.185750012861096
152,5.243406367642936
153,5.302810114529054
154,5.361710861641777
155,5.4164189607818525
156,5.467393694461503
157,5.516084083342456
158,5.561772027027402
159,5.6027918725669394
160,5.637751859494779
161,5.666133482424275
162,5.688269641056597
163,5.705951901666403
164,5.719291662002691
165,5.726709099875922
166,5.727424835807809
167,5.723955297132635
168,5.717737270662308
169,5.711630071148026
170,5.706794427546821
171,5.703321300021262
172,5.700234902216696
173,5.696119871965958
174,5.690373200287997
175,5.6844568032817895
176,5.678776113796128
177,5.6751837791777575
178,5.6738582117022975
179,5.675180833783385
180,5.677861906452341
181,5.681439702719375
182,5.686278831903165
183,5.6923180035081815
184,5.701567002768961
185,5.714977916167846
186,5.733064350810447
187,5.7552680526047695
188,5.7805726022395625
189,5.807489537870701
190,5.835917539777658
191,5.867125607278737
192,5.902485291229874
193,5.942201188982456
194,5.985288844580848
195,6.030174926326301
196,6.075920296992205
197,6.119691960022996
198,6.157984468677492
199,6.1922175687394985
200,6.221212265699894
201,6.243044429069094
202,6.257526670691456
203,6.263694699643161
204,6.260423270831213
205,6.244547329975338
206,6.216489058250995
207,6.177142794752408
208,6.127267572912391
209,6.067511711917043
210,5.999693988719388
211,5.925590985452509
212,5.849479475506534
213,5.773182737905682
214,5.699868127001981
215,5.631594757936268
216,5.569984328270003
217,5.516263788840935
218,5.47005385028165
219,5.433152558356705
220,5.40518917517424
221,5.384897242493414
222,5.371382058838903
223,5.36350836195882
224,5.358658775814508
225,5.3546137316410825
226,5.350804498938777
227,5.347690713625548
228,5.344887758807515
229,5.343043710894789
230,5.341341091448216
231,5.338748019709334
232,5.336519276737524
