,trend
0,3.9502191673715505
1,3.9194961225927525
2,3.8900541908343467
3,3.863224800040105
4,3.840408094284527
5,3.821839702142085
6,3.807229997128326
7,3.794525702944955
8,3.7824190245454714
9,3.770980588319036
10,3.7591670087644697
11,3.745453037512896
12,3.7297139468149583
13,3.710734100772857
14,3.688716792272033
15,3.665296105384945
16,3.6404256761888827
17,3.6142683306952668
18,3.5878366288678993
19,3.5630092129638973
20,3.5412973273473387
21,3.5244853356242
22,3.513394290570866
23,3.5078924416289587
24,3.506277166808493
25,3.506528411343468
26,3.508184697238626
27,3.5117179662416187
28,3.517282544664326
29,3.5240879350897254
30,3.531020338510382
31,3.537263400959432
32,3.5422938807584403
33,3.544627746603374
34,3.5424420335147264
35,3.536073384171366
36,3.5255194149812112
37,3.5110676964870726
38,3.4951773495974
39,3.478738077910335
40,3.4629550991805216
41,3.4493594198639093
42,3.43919269947946
43,3.43341574790872
44,3.4327148795960616
45,3.438130524143414
46,3.44918266435296
47,3.4651174514492924
48,3.4855252974917805
49,3.5090809161326355
50,3.533530567713134
51,3.5575523370019706
52,3.5794908521630187
53,3.596717271149526
54,3.6074905701321374
55,3.6121967769870302
56,3.61146723798405
57,3.6055506764074257
58,3.5961886485176473
59,3.584744241402449
60,3.5709579242442415
61,3.5548297010745586
62,3.5372527272222816
63,3.5193983894531184
64,3.501477291578264
65,3.484000413415507
66,3.4677903114753987
67,3.4539920420101087
68,3.4440832923271305
69,3.438008004707702
70,3.4354325693753567
71,3.4357496215506833
72,3.439954651098412
73,3.447520804369803
74,3.4563962560591848
75,3.4648744803581533
76,3.4722137037982694
77,3.478631606360869
78,3.4840507344624143
79,3.488094489765395
80,3.4900837422232627
81,3.4890343027333652
82,3.4861556798541598
83,3.482976735704897
84,3.480722485104917
85,3.4809410824137457
86,3.485505230437714
87,3.495362043806644
88,3.511780196381332
89,3.534468760745195
90,3.562816946858911
91,3.5946299217076914
92,3.627361091684962
93,3.6587172194830844
94,3.686637967112118
95,3.7117762983199496
96,3.7337310281250193
97,3.75228111135932
98,3.7679969209622652
99,3.78160365417867
100,3.793971510177751
101,3.8054821858448618
102,3.8147711458714952
103,3.821220428582994
104,3.8249528403385296
105,3.8262029247294116
106,3.824689629821739
107,3.8208655268536535
108,3.8152927560446597
109,3.807395416659978
110,3.7967130499923027
111,3.784780575198916
112,3.7732599657808557
113,3.7645727073796555
114,3.7606569981582365
115,3.7623481783374064
116,3.768756177514125
