,trend
0,3.9879958508573874
1,3.9915366407108737
2,3.995084933157574
3,3.9980285203902577
4,3.999133266518469
5,3.9990412678265077
6,3.9983951623071
7,3.999088187160579
8,4.003014582610836
9,4.013319158764787
10,4.031894841615219
11,4.05875123268069
12,4.092002999203752
13,4.130978088906528
14,4.173696947636644
15,4.217473159936158
16,4.261386749754854
17,4.305006820317557
18,4.34711410813049
19,4.385673720437178
20,4.419683818163566
21,4.447901516160329
22,4.471946626891791
23,4.493784024374676
24,4.515083615983904
25,4.535956694079157
26,4.5574426237601315
27,4.57899579719272
28,4.599097204902966
29,4.61899096504367
30,4.638921760014569
31,4.65749740286225
32,4.674176380533289
33,4.6873812440974785
34,4.696363184386773
35,4.700568778955572
36,4.699009378368025
37,4.690883477701437
38,4.675577691171634
39,4.653921830820875
40,4.626948472634435
41,4.596531491453328
42,4.56352791932317
43,4.529671956107419
44,4.496345596719955
45,4.463974791102093
46,4.432675273197196
47,4.401647792704191
48,4.371697677276251
49,4.344004224696107
50,4.320764421698189
51,4.303335252376493
52,4.290998223061454
53,4.284095255550769
54,4.284036397752725
55,4.290179138040889
56,4.301703442040234
57,4.316982913414457
58,4.332952591175983
59,4.346349400016349
60,4.35307716925761
61,4.350073259846806
62,4.337179359500196
63,4.3152683601466295
64,4.286877416615271
65,4.253721641010193
66,4.218586847050085
67,4.184725272428009
68,4.1540025380576155
69,4.12941881155729
70,4.11200300895913
71,4.102078159538008
72,4.099272290688198
73,4.101274630954259
74,4.1050873636990755
75,4.108274375641185
76,4.110833873896813
77,4.112071394097411
78,4.111223200703243
79,4.105580513553268
80,4.093615037986002
81,4.0743574915189935
82,4.048655082271048
83,4.017933544928772
84,3.983588204752351
85,3.9470031785363933
86,3.908947840447531
87,3.870849687665812
88,3.834193124971003
89,3.799918276088079
90,3.7684438940389087
91,3.7415637829228037
92,3.7199664694053025
93,3.703877002787621
94,3.6936954533275994
95,3.691256968156334
96,3.6973381347465946
97,3.711033504966055
98,3.731001794348171
99,3.754832322485796
100,3.782782532850317
101,3.814013098711567
102,3.8478204542563477
103,3.8836172754847675
104,3.920286350613027
105,3.956158207060148
106,3.98898819327602
107,4.018434058831121
108,4.044160435675133
109,4.067695434470969
110,4.0892895656092465
111,4.1085260298340405
